,Keys,Values,Z,S,K
8308,"('746fc5ba-fa38-46d2-be08-f762ca64a0f3', 'W2', 0)",1.0,746fc5ba-fa38-46d2-be08-f762ca64a0f3,W2,0
8309,"('746fc5ba-fa38-46d2-be08-f762ca64a0f3', 'W2', 1)",0.0,746fc5ba-fa38-46d2-be08-f762ca64a0f3,W2,1
8310,"('746fc5ba-fa38-46d2-be08-f762ca64a0f3', 'W2', 2)",0.0,746fc5ba-fa38-46d2-be08-f762ca64a0f3,W2,2
8311,"('746fc5ba-fa38-46d2-be08-f762ca64a0f3', 'W2', 3)",0.0,746fc5ba-fa38-46d2-be08-f762ca64a0f3,W2,3
8312,"('7476c212-6c26-4f03-ace3-cc78480fb1e1', 'RC', 0)",1.0,7476c212-6c26-4f03-ace3-cc78480fb1e1,RC,0
8313,"('7476c212-6c26-4f03-ace3-cc78480fb1e1', 'RC', 1)",0.0,7476c212-6c26-4f03-ace3-cc78480fb1e1,RC,1
8314,"('7476c212-6c26-4f03-ace3-cc78480fb1e1', 'RC', 2)",0.0,7476c212-6c26-4f03-ace3-cc78480fb1e1,RC,2
8315,"('7476c212-6c26-4f03-ace3-cc78480fb1e1', 'RC', 3)",0.0,7476c212-6c26-4f03-ace3-cc78480fb1e1,RC,3
8316,"('748b89db-a02e-4d82-9400-615c3a294c12', 'RC', 0)",1.0,748b89db-a02e-4d82-9400-615c3a294c12,RC,0
8317,"('748b89db-a02e-4d82-9400-615c3a294c12', 'RC', 1)",0.0,748b89db-a02e-4d82-9400-615c3a294c12,RC,1
8318,"('748b89db-a02e-4d82-9400-615c3a294c12', 'RC', 2)",0.0,748b89db-a02e-4d82-9400-615c3a294c12,RC,2
8319,"('748b89db-a02e-4d82-9400-615c3a294c12', 'RC', 3)",0.0,748b89db-a02e-4d82-9400-615c3a294c12,RC,3
8320,"('7497b0f7-4504-40e5-a7bb-b99b8d83d86b', 'RC', 0)",1.0,7497b0f7-4504-40e5-a7bb-b99b8d83d86b,RC,0
8321,"('7497b0f7-4504-40e5-a7bb-b99b8d83d86b', 'RC', 1)",0.0,7497b0f7-4504-40e5-a7bb-b99b8d83d86b,RC,1
8322,"('7497b0f7-4504-40e5-a7bb-b99b8d83d86b', 'RC', 2)",0.0,7497b0f7-4504-40e5-a7bb-b99b8d83d86b,RC,2
8323,"('7497b0f7-4504-40e5-a7bb-b99b8d83d86b', 'RC', 3)",0.0,7497b0f7-4504-40e5-a7bb-b99b8d83d86b,RC,3
8324,"('74a18755-ed4d-4006-a325-1dcf482e7afe', 'RC', 0)",1.0,74a18755-ed4d-4006-a325-1dcf482e7afe,RC,0
8325,"('74a18755-ed4d-4006-a325-1dcf482e7afe', 'RC', 1)",0.0,74a18755-ed4d-4006-a325-1dcf482e7afe,RC,1
8326,"('74a18755-ed4d-4006-a325-1dcf482e7afe', 'RC', 2)",0.0,74a18755-ed4d-4006-a325-1dcf482e7afe,RC,2
8327,"('74a18755-ed4d-4006-a325-1dcf482e7afe', 'RC', 3)",0.0,74a18755-ed4d-4006-a325-1dcf482e7afe,RC,3
8328,"('74d85cea-692d-47e6-992f-e75b9d024f3b', 'RC', 0)",1.0,74d85cea-692d-47e6-992f-e75b9d024f3b,RC,0
8329,"('74d85cea-692d-47e6-992f-e75b9d024f3b', 'RC', 1)",0.0,74d85cea-692d-47e6-992f-e75b9d024f3b,RC,1
8330,"('74d85cea-692d-47e6-992f-e75b9d024f3b', 'RC', 2)",0.0,74d85cea-692d-47e6-992f-e75b9d024f3b,RC,2
8331,"('74d85cea-692d-47e6-992f-e75b9d024f3b', 'RC', 3)",0.0,74d85cea-692d-47e6-992f-e75b9d024f3b,RC,3
8332,"('74e727cf-ceec-43ff-88ec-f52015b248ac', 'W2', 0)",1.0,74e727cf-ceec-43ff-88ec-f52015b248ac,W2,0
8333,"('74e727cf-ceec-43ff-88ec-f52015b248ac', 'W2', 1)",0.0,74e727cf-ceec-43ff-88ec-f52015b248ac,W2,1
8334,"('74e727cf-ceec-43ff-88ec-f52015b248ac', 'W2', 2)",0.0,74e727cf-ceec-43ff-88ec-f52015b248ac,W2,2
8335,"('74e727cf-ceec-43ff-88ec-f52015b248ac', 'W2', 3)",0.0,74e727cf-ceec-43ff-88ec-f52015b248ac,W2,3
8336,"('74e822f0-a32f-4906-b0c5-4bd76860db0c', 'RC', 0)",1.0,74e822f0-a32f-4906-b0c5-4bd76860db0c,RC,0
8337,"('74e822f0-a32f-4906-b0c5-4bd76860db0c', 'RC', 1)",0.0,74e822f0-a32f-4906-b0c5-4bd76860db0c,RC,1
8338,"('74e822f0-a32f-4906-b0c5-4bd76860db0c', 'RC', 2)",0.0,74e822f0-a32f-4906-b0c5-4bd76860db0c,RC,2
8339,"('74e822f0-a32f-4906-b0c5-4bd76860db0c', 'RC', 3)",0.0,74e822f0-a32f-4906-b0c5-4bd76860db0c,RC,3
8340,"('74f6bbce-4963-44a3-98e6-7861685cba9c', 'RC', 0)",1.0,74f6bbce-4963-44a3-98e6-7861685cba9c,RC,0
8341,"('74f6bbce-4963-44a3-98e6-7861685cba9c', 'RC', 1)",0.0,74f6bbce-4963-44a3-98e6-7861685cba9c,RC,1
8342,"('74f6bbce-4963-44a3-98e6-7861685cba9c', 'RC', 2)",0.0,74f6bbce-4963-44a3-98e6-7861685cba9c,RC,2
8343,"('74f6bbce-4963-44a3-98e6-7861685cba9c', 'RC', 3)",0.0,74f6bbce-4963-44a3-98e6-7861685cba9c,RC,3
8344,"('7503a1da-b8c0-48d5-ba7e-82c5f070fb78', 'W2', 0)",0.0,7503a1da-b8c0-48d5-ba7e-82c5f070fb78,W2,0
8345,"('7503a1da-b8c0-48d5-ba7e-82c5f070fb78', 'W2', 1)",1.0,7503a1da-b8c0-48d5-ba7e-82c5f070fb78,W2,1
8346,"('7503a1da-b8c0-48d5-ba7e-82c5f070fb78', 'W2', 2)",0.0,7503a1da-b8c0-48d5-ba7e-82c5f070fb78,W2,2
8347,"('7503a1da-b8c0-48d5-ba7e-82c5f070fb78', 'W2', 3)",0.0,7503a1da-b8c0-48d5-ba7e-82c5f070fb78,W2,3
8348,"('751bfc6b-b930-4b27-9fa1-2e5bdec88f55', 'W2', 0)",0.0,751bfc6b-b930-4b27-9fa1-2e5bdec88f55,W2,0
8349,"('751bfc6b-b930-4b27-9fa1-2e5bdec88f55', 'W2', 1)",0.0,751bfc6b-b930-4b27-9fa1-2e5bdec88f55,W2,1
8350,"('751bfc6b-b930-4b27-9fa1-2e5bdec88f55', 'W2', 2)",0.0,751bfc6b-b930-4b27-9fa1-2e5bdec88f55,W2,2
8351,"('751bfc6b-b930-4b27-9fa1-2e5bdec88f55', 'W2', 3)",1.0,751bfc6b-b930-4b27-9fa1-2e5bdec88f55,W2,3
8352,"('751ff20e-da09-4960-bc51-153eeeebbafb', 'RC', 0)",1.0,751ff20e-da09-4960-bc51-153eeeebbafb,RC,0
8353,"('751ff20e-da09-4960-bc51-153eeeebbafb', 'RC', 1)",0.0,751ff20e-da09-4960-bc51-153eeeebbafb,RC,1
8354,"('751ff20e-da09-4960-bc51-153eeeebbafb', 'RC', 2)",0.0,751ff20e-da09-4960-bc51-153eeeebbafb,RC,2
8355,"('751ff20e-da09-4960-bc51-153eeeebbafb', 'RC', 3)",0.0,751ff20e-da09-4960-bc51-153eeeebbafb,RC,3
8356,"('7521431f-3c03-4100-8612-d3bbe86f0e1b', 'RC', 0)",1.0,7521431f-3c03-4100-8612-d3bbe86f0e1b,RC,0
8357,"('7521431f-3c03-4100-8612-d3bbe86f0e1b', 'RC', 1)",0.0,7521431f-3c03-4100-8612-d3bbe86f0e1b,RC,1
8358,"('7521431f-3c03-4100-8612-d3bbe86f0e1b', 'RC', 2)",0.0,7521431f-3c03-4100-8612-d3bbe86f0e1b,RC,2
8359,"('7521431f-3c03-4100-8612-d3bbe86f0e1b', 'RC', 3)",0.0,7521431f-3c03-4100-8612-d3bbe86f0e1b,RC,3
8360,"('7551b99d-f4bc-4f09-99a0-2093effe0861', 'W1', 0)",0.0,7551b99d-f4bc-4f09-99a0-2093effe0861,W1,0
8361,"('7551b99d-f4bc-4f09-99a0-2093effe0861', 'W1', 1)",0.0,7551b99d-f4bc-4f09-99a0-2093effe0861,W1,1
8362,"('7551b99d-f4bc-4f09-99a0-2093effe0861', 'W1', 2)",0.0,7551b99d-f4bc-4f09-99a0-2093effe0861,W1,2
8363,"('7551b99d-f4bc-4f09-99a0-2093effe0861', 'W1', 3)",1.0,7551b99d-f4bc-4f09-99a0-2093effe0861,W1,3
8364,"('7558627f-162b-44d5-ac50-37eefcc0373f', 'W1', 0)",0.0,7558627f-162b-44d5-ac50-37eefcc0373f,W1,0
8365,"('7558627f-162b-44d5-ac50-37eefcc0373f', 'W1', 1)",1.0,7558627f-162b-44d5-ac50-37eefcc0373f,W1,1
8366,"('7558627f-162b-44d5-ac50-37eefcc0373f', 'W1', 2)",0.0,7558627f-162b-44d5-ac50-37eefcc0373f,W1,2
8367,"('7558627f-162b-44d5-ac50-37eefcc0373f', 'W1', 3)",0.0,7558627f-162b-44d5-ac50-37eefcc0373f,W1,3
8368,"('755df647-dde0-4941-bcb1-1d02a8ad2e15', 'W2', 0)",0.0,755df647-dde0-4941-bcb1-1d02a8ad2e15,W2,0
8369,"('755df647-dde0-4941-bcb1-1d02a8ad2e15', 'W2', 1)",0.0,755df647-dde0-4941-bcb1-1d02a8ad2e15,W2,1
8370,"('755df647-dde0-4941-bcb1-1d02a8ad2e15', 'W2', 2)",1.0,755df647-dde0-4941-bcb1-1d02a8ad2e15,W2,2
8371,"('755df647-dde0-4941-bcb1-1d02a8ad2e15', 'W2', 3)",0.0,755df647-dde0-4941-bcb1-1d02a8ad2e15,W2,3
8372,"('756da0c1-c184-4d5c-b75e-57b6fe51978a', 'W1', 0)",0.0,756da0c1-c184-4d5c-b75e-57b6fe51978a,W1,0
8373,"('756da0c1-c184-4d5c-b75e-57b6fe51978a', 'W1', 1)",1.0,756da0c1-c184-4d5c-b75e-57b6fe51978a,W1,1
8374,"('756da0c1-c184-4d5c-b75e-57b6fe51978a', 'W1', 2)",0.0,756da0c1-c184-4d5c-b75e-57b6fe51978a,W1,2
8375,"('756da0c1-c184-4d5c-b75e-57b6fe51978a', 'W1', 3)",0.0,756da0c1-c184-4d5c-b75e-57b6fe51978a,W1,3
8376,"('75751cd8-9ac9-4198-bdc2-ee4ba1e2f0fa', 'W2', 0)",0.0,75751cd8-9ac9-4198-bdc2-ee4ba1e2f0fa,W2,0
8377,"('75751cd8-9ac9-4198-bdc2-ee4ba1e2f0fa', 'W2', 1)",1.0,75751cd8-9ac9-4198-bdc2-ee4ba1e2f0fa,W2,1
8378,"('75751cd8-9ac9-4198-bdc2-ee4ba1e2f0fa', 'W2', 2)",0.0,75751cd8-9ac9-4198-bdc2-ee4ba1e2f0fa,W2,2
8379,"('75751cd8-9ac9-4198-bdc2-ee4ba1e2f0fa', 'W2', 3)",0.0,75751cd8-9ac9-4198-bdc2-ee4ba1e2f0fa,W2,3
8380,"('757b74e1-9d2d-44d4-94cb-a43fbee756db', 'W1', 0)",1.0,757b74e1-9d2d-44d4-94cb-a43fbee756db,W1,0
8381,"('757b74e1-9d2d-44d4-94cb-a43fbee756db', 'W1', 1)",0.0,757b74e1-9d2d-44d4-94cb-a43fbee756db,W1,1
8382,"('757b74e1-9d2d-44d4-94cb-a43fbee756db', 'W1', 2)",0.0,757b74e1-9d2d-44d4-94cb-a43fbee756db,W1,2
8383,"('757b74e1-9d2d-44d4-94cb-a43fbee756db', 'W1', 3)",0.0,757b74e1-9d2d-44d4-94cb-a43fbee756db,W1,3
8384,"('758063c8-609e-4bb4-aa42-13cfa67461b7', 'RC', 0)",1.0,758063c8-609e-4bb4-aa42-13cfa67461b7,RC,0
8385,"('758063c8-609e-4bb4-aa42-13cfa67461b7', 'RC', 1)",0.0,758063c8-609e-4bb4-aa42-13cfa67461b7,RC,1
8386,"('758063c8-609e-4bb4-aa42-13cfa67461b7', 'RC', 2)",0.0,758063c8-609e-4bb4-aa42-13cfa67461b7,RC,2
8387,"('758063c8-609e-4bb4-aa42-13cfa67461b7', 'RC', 3)",0.0,758063c8-609e-4bb4-aa42-13cfa67461b7,RC,3
8388,"('758ad23f-2942-47bc-a781-7678b8e4b44b', 'W1', 0)",0.0,758ad23f-2942-47bc-a781-7678b8e4b44b,W1,0
8389,"('758ad23f-2942-47bc-a781-7678b8e4b44b', 'W1', 1)",1.0,758ad23f-2942-47bc-a781-7678b8e4b44b,W1,1
8390,"('758ad23f-2942-47bc-a781-7678b8e4b44b', 'W1', 2)",0.0,758ad23f-2942-47bc-a781-7678b8e4b44b,W1,2
8391,"('758ad23f-2942-47bc-a781-7678b8e4b44b', 'W1', 3)",0.0,758ad23f-2942-47bc-a781-7678b8e4b44b,W1,3
8392,"('75903393-37de-4a69-ab71-9d0ab2d8965e', 'W1', 0)",0.0,75903393-37de-4a69-ab71-9d0ab2d8965e,W1,0
8393,"('75903393-37de-4a69-ab71-9d0ab2d8965e', 'W1', 1)",1.0,75903393-37de-4a69-ab71-9d0ab2d8965e,W1,1
8394,"('75903393-37de-4a69-ab71-9d0ab2d8965e', 'W1', 2)",0.0,75903393-37de-4a69-ab71-9d0ab2d8965e,W1,2
8395,"('75903393-37de-4a69-ab71-9d0ab2d8965e', 'W1', 3)",0.0,75903393-37de-4a69-ab71-9d0ab2d8965e,W1,3
8396,"('7599803d-8c8e-45e1-ae4c-13fdef898421', 'W1', 0)",0.0,7599803d-8c8e-45e1-ae4c-13fdef898421,W1,0
8397,"('7599803d-8c8e-45e1-ae4c-13fdef898421', 'W1', 1)",0.0,7599803d-8c8e-45e1-ae4c-13fdef898421,W1,1
8398,"('7599803d-8c8e-45e1-ae4c-13fdef898421', 'W1', 2)",0.0,7599803d-8c8e-45e1-ae4c-13fdef898421,W1,2
8399,"('7599803d-8c8e-45e1-ae4c-13fdef898421', 'W1', 3)",1.0,7599803d-8c8e-45e1-ae4c-13fdef898421,W1,3
8400,"('75b47d93-847d-4875-979a-8a1bdd22f178', 'W1', 0)",0.0,75b47d93-847d-4875-979a-8a1bdd22f178,W1,0
8401,"('75b47d93-847d-4875-979a-8a1bdd22f178', 'W1', 1)",1.0,75b47d93-847d-4875-979a-8a1bdd22f178,W1,1
8402,"('75b47d93-847d-4875-979a-8a1bdd22f178', 'W1', 2)",0.0,75b47d93-847d-4875-979a-8a1bdd22f178,W1,2
8403,"('75b47d93-847d-4875-979a-8a1bdd22f178', 'W1', 3)",0.0,75b47d93-847d-4875-979a-8a1bdd22f178,W1,3
8404,"('75d54b02-23ea-45d5-b17f-14080b60db0f', 'W2', 0)",1.0,75d54b02-23ea-45d5-b17f-14080b60db0f,W2,0
8405,"('75d54b02-23ea-45d5-b17f-14080b60db0f', 'W2', 1)",0.0,75d54b02-23ea-45d5-b17f-14080b60db0f,W2,1
8406,"('75d54b02-23ea-45d5-b17f-14080b60db0f', 'W2', 2)",0.0,75d54b02-23ea-45d5-b17f-14080b60db0f,W2,2
8407,"('75d54b02-23ea-45d5-b17f-14080b60db0f', 'W2', 3)",0.0,75d54b02-23ea-45d5-b17f-14080b60db0f,W2,3
8408,"('75e6f8c1-5a8d-47c7-bb0f-5c3984c10e6d', 'RC', 0)",1.0,75e6f8c1-5a8d-47c7-bb0f-5c3984c10e6d,RC,0
8409,"('75e6f8c1-5a8d-47c7-bb0f-5c3984c10e6d', 'RC', 1)",0.0,75e6f8c1-5a8d-47c7-bb0f-5c3984c10e6d,RC,1
8410,"('75e6f8c1-5a8d-47c7-bb0f-5c3984c10e6d', 'RC', 2)",0.0,75e6f8c1-5a8d-47c7-bb0f-5c3984c10e6d,RC,2
8411,"('75e6f8c1-5a8d-47c7-bb0f-5c3984c10e6d', 'RC', 3)",0.0,75e6f8c1-5a8d-47c7-bb0f-5c3984c10e6d,RC,3
8412,"('76038fbb-18a9-4de3-a252-ba1809e3f7b9', 'W1', 0)",0.0,76038fbb-18a9-4de3-a252-ba1809e3f7b9,W1,0
8413,"('76038fbb-18a9-4de3-a252-ba1809e3f7b9', 'W1', 1)",1.0,76038fbb-18a9-4de3-a252-ba1809e3f7b9,W1,1
8414,"('76038fbb-18a9-4de3-a252-ba1809e3f7b9', 'W1', 2)",0.0,76038fbb-18a9-4de3-a252-ba1809e3f7b9,W1,2
8415,"('76038fbb-18a9-4de3-a252-ba1809e3f7b9', 'W1', 3)",0.0,76038fbb-18a9-4de3-a252-ba1809e3f7b9,W1,3
8416,"('760a1f1c-672b-4699-b86f-c6dc76c8b2d2', 'W1', 0)",0.0,760a1f1c-672b-4699-b86f-c6dc76c8b2d2,W1,0
8417,"('760a1f1c-672b-4699-b86f-c6dc76c8b2d2', 'W1', 1)",0.0,760a1f1c-672b-4699-b86f-c6dc76c8b2d2,W1,1
8418,"('760a1f1c-672b-4699-b86f-c6dc76c8b2d2', 'W1', 2)",0.0,760a1f1c-672b-4699-b86f-c6dc76c8b2d2,W1,2
8419,"('760a1f1c-672b-4699-b86f-c6dc76c8b2d2', 'W1', 3)",1.0,760a1f1c-672b-4699-b86f-c6dc76c8b2d2,W1,3
8420,"('7613d3e1-4880-4704-ae98-a2c399baf311', 'W1', 0)",0.0,7613d3e1-4880-4704-ae98-a2c399baf311,W1,0
8421,"('7613d3e1-4880-4704-ae98-a2c399baf311', 'W1', 1)",1.0,7613d3e1-4880-4704-ae98-a2c399baf311,W1,1
8422,"('7613d3e1-4880-4704-ae98-a2c399baf311', 'W1', 2)",0.0,7613d3e1-4880-4704-ae98-a2c399baf311,W1,2
8423,"('7613d3e1-4880-4704-ae98-a2c399baf311', 'W1', 3)",0.0,7613d3e1-4880-4704-ae98-a2c399baf311,W1,3
8424,"('76239fec-a8cf-46c0-ade8-aff67af7f4d3', 'RC', 0)",1.0,76239fec-a8cf-46c0-ade8-aff67af7f4d3,RC,0
8425,"('76239fec-a8cf-46c0-ade8-aff67af7f4d3', 'RC', 1)",0.0,76239fec-a8cf-46c0-ade8-aff67af7f4d3,RC,1
8426,"('76239fec-a8cf-46c0-ade8-aff67af7f4d3', 'RC', 2)",0.0,76239fec-a8cf-46c0-ade8-aff67af7f4d3,RC,2
8427,"('76239fec-a8cf-46c0-ade8-aff67af7f4d3', 'RC', 3)",0.0,76239fec-a8cf-46c0-ade8-aff67af7f4d3,RC,3
8428,"('7627a5c2-9583-4d2d-a13e-f0c2ac0733ff', 'W1', 0)",0.0,7627a5c2-9583-4d2d-a13e-f0c2ac0733ff,W1,0
8429,"('7627a5c2-9583-4d2d-a13e-f0c2ac0733ff', 'W1', 1)",1.0,7627a5c2-9583-4d2d-a13e-f0c2ac0733ff,W1,1
8430,"('7627a5c2-9583-4d2d-a13e-f0c2ac0733ff', 'W1', 2)",0.0,7627a5c2-9583-4d2d-a13e-f0c2ac0733ff,W1,2
8431,"('7627a5c2-9583-4d2d-a13e-f0c2ac0733ff', 'W1', 3)",0.0,7627a5c2-9583-4d2d-a13e-f0c2ac0733ff,W1,3
8432,"('764e4d7e-69cf-4a18-9a0b-d0db34e0ad7e', 'W1', 0)",0.0,764e4d7e-69cf-4a18-9a0b-d0db34e0ad7e,W1,0
8433,"('764e4d7e-69cf-4a18-9a0b-d0db34e0ad7e', 'W1', 1)",1.0,764e4d7e-69cf-4a18-9a0b-d0db34e0ad7e,W1,1
8434,"('764e4d7e-69cf-4a18-9a0b-d0db34e0ad7e', 'W1', 2)",0.0,764e4d7e-69cf-4a18-9a0b-d0db34e0ad7e,W1,2
8435,"('764e4d7e-69cf-4a18-9a0b-d0db34e0ad7e', 'W1', 3)",0.0,764e4d7e-69cf-4a18-9a0b-d0db34e0ad7e,W1,3
8436,"('76588e15-d522-4813-900f-3fba6dd493a8', 'RC', 0)",1.0,76588e15-d522-4813-900f-3fba6dd493a8,RC,0
8437,"('76588e15-d522-4813-900f-3fba6dd493a8', 'RC', 1)",0.0,76588e15-d522-4813-900f-3fba6dd493a8,RC,1
8438,"('76588e15-d522-4813-900f-3fba6dd493a8', 'RC', 2)",0.0,76588e15-d522-4813-900f-3fba6dd493a8,RC,2
8439,"('76588e15-d522-4813-900f-3fba6dd493a8', 'RC', 3)",0.0,76588e15-d522-4813-900f-3fba6dd493a8,RC,3
8440,"('7659e282-78d5-4459-8c97-0186fe56a5da', 'W1', 0)",0.0,7659e282-78d5-4459-8c97-0186fe56a5da,W1,0
8441,"('7659e282-78d5-4459-8c97-0186fe56a5da', 'W1', 1)",1.0,7659e282-78d5-4459-8c97-0186fe56a5da,W1,1
8442,"('7659e282-78d5-4459-8c97-0186fe56a5da', 'W1', 2)",0.0,7659e282-78d5-4459-8c97-0186fe56a5da,W1,2
8443,"('7659e282-78d5-4459-8c97-0186fe56a5da', 'W1', 3)",0.0,7659e282-78d5-4459-8c97-0186fe56a5da,W1,3
8444,"('765b11fd-8cde-45fd-8801-092a7e2e1ef5', 'W1', 0)",1.0,765b11fd-8cde-45fd-8801-092a7e2e1ef5,W1,0
8445,"('765b11fd-8cde-45fd-8801-092a7e2e1ef5', 'W1', 1)",0.0,765b11fd-8cde-45fd-8801-092a7e2e1ef5,W1,1
8446,"('765b11fd-8cde-45fd-8801-092a7e2e1ef5', 'W1', 2)",0.0,765b11fd-8cde-45fd-8801-092a7e2e1ef5,W1,2
8447,"('765b11fd-8cde-45fd-8801-092a7e2e1ef5', 'W1', 3)",0.0,765b11fd-8cde-45fd-8801-092a7e2e1ef5,W1,3
8448,"('767df9f1-9c13-4c03-b497-ea4768d7378a', 'W1', 0)",0.0,767df9f1-9c13-4c03-b497-ea4768d7378a,W1,0
8449,"('767df9f1-9c13-4c03-b497-ea4768d7378a', 'W1', 1)",0.0,767df9f1-9c13-4c03-b497-ea4768d7378a,W1,1
8450,"('767df9f1-9c13-4c03-b497-ea4768d7378a', 'W1', 2)",0.0,767df9f1-9c13-4c03-b497-ea4768d7378a,W1,2
8451,"('767df9f1-9c13-4c03-b497-ea4768d7378a', 'W1', 3)",1.0,767df9f1-9c13-4c03-b497-ea4768d7378a,W1,3
8452,"('768ea8c9-2216-4c8d-b535-36530ff84d10', 'RC', 0)",1.0,768ea8c9-2216-4c8d-b535-36530ff84d10,RC,0
8453,"('768ea8c9-2216-4c8d-b535-36530ff84d10', 'RC', 1)",0.0,768ea8c9-2216-4c8d-b535-36530ff84d10,RC,1
8454,"('768ea8c9-2216-4c8d-b535-36530ff84d10', 'RC', 2)",0.0,768ea8c9-2216-4c8d-b535-36530ff84d10,RC,2
8455,"('768ea8c9-2216-4c8d-b535-36530ff84d10', 'RC', 3)",0.0,768ea8c9-2216-4c8d-b535-36530ff84d10,RC,3
8456,"('76a6f1d8-f3cb-4f45-93bd-a1d0d48c2dbe', 'W2', 0)",1.0,76a6f1d8-f3cb-4f45-93bd-a1d0d48c2dbe,W2,0
8457,"('76a6f1d8-f3cb-4f45-93bd-a1d0d48c2dbe', 'W2', 1)",0.0,76a6f1d8-f3cb-4f45-93bd-a1d0d48c2dbe,W2,1
8458,"('76a6f1d8-f3cb-4f45-93bd-a1d0d48c2dbe', 'W2', 2)",0.0,76a6f1d8-f3cb-4f45-93bd-a1d0d48c2dbe,W2,2
8459,"('76a6f1d8-f3cb-4f45-93bd-a1d0d48c2dbe', 'W2', 3)",0.0,76a6f1d8-f3cb-4f45-93bd-a1d0d48c2dbe,W2,3
8460,"('770bd0a3-d2e7-4fdb-ada4-0453891fe3e2', 'RC', 0)",0.0,770bd0a3-d2e7-4fdb-ada4-0453891fe3e2,RC,0
8461,"('770bd0a3-d2e7-4fdb-ada4-0453891fe3e2', 'RC', 1)",1.0,770bd0a3-d2e7-4fdb-ada4-0453891fe3e2,RC,1
8462,"('770bd0a3-d2e7-4fdb-ada4-0453891fe3e2', 'RC', 2)",0.0,770bd0a3-d2e7-4fdb-ada4-0453891fe3e2,RC,2
8463,"('770bd0a3-d2e7-4fdb-ada4-0453891fe3e2', 'RC', 3)",0.0,770bd0a3-d2e7-4fdb-ada4-0453891fe3e2,RC,3
8464,"('771ff0a4-6bd3-44d4-ab11-9b832d97689b', 'RC', 0)",1.0,771ff0a4-6bd3-44d4-ab11-9b832d97689b,RC,0
8465,"('771ff0a4-6bd3-44d4-ab11-9b832d97689b', 'RC', 1)",0.0,771ff0a4-6bd3-44d4-ab11-9b832d97689b,RC,1
8466,"('771ff0a4-6bd3-44d4-ab11-9b832d97689b', 'RC', 2)",0.0,771ff0a4-6bd3-44d4-ab11-9b832d97689b,RC,2
8467,"('771ff0a4-6bd3-44d4-ab11-9b832d97689b', 'RC', 3)",0.0,771ff0a4-6bd3-44d4-ab11-9b832d97689b,RC,3
8468,"('77204af0-7749-4c5c-a170-5184c48bc79a', 'W1', 0)",0.0,77204af0-7749-4c5c-a170-5184c48bc79a,W1,0
8469,"('77204af0-7749-4c5c-a170-5184c48bc79a', 'W1', 1)",0.0,77204af0-7749-4c5c-a170-5184c48bc79a,W1,1
8470,"('77204af0-7749-4c5c-a170-5184c48bc79a', 'W1', 2)",0.0,77204af0-7749-4c5c-a170-5184c48bc79a,W1,2
8471,"('77204af0-7749-4c5c-a170-5184c48bc79a', 'W1', 3)",1.0,77204af0-7749-4c5c-a170-5184c48bc79a,W1,3
8472,"('7730944c-39e8-4ffc-b797-c674b01e3538', 'RC', 0)",1.0,7730944c-39e8-4ffc-b797-c674b01e3538,RC,0
8473,"('7730944c-39e8-4ffc-b797-c674b01e3538', 'RC', 1)",0.0,7730944c-39e8-4ffc-b797-c674b01e3538,RC,1
8474,"('7730944c-39e8-4ffc-b797-c674b01e3538', 'RC', 2)",0.0,7730944c-39e8-4ffc-b797-c674b01e3538,RC,2
8475,"('7730944c-39e8-4ffc-b797-c674b01e3538', 'RC', 3)",0.0,7730944c-39e8-4ffc-b797-c674b01e3538,RC,3
8476,"('7730b391-a139-4edf-a0a7-0f467bb1f814', 'RC', 0)",1.0,7730b391-a139-4edf-a0a7-0f467bb1f814,RC,0
8477,"('7730b391-a139-4edf-a0a7-0f467bb1f814', 'RC', 1)",0.0,7730b391-a139-4edf-a0a7-0f467bb1f814,RC,1
8478,"('7730b391-a139-4edf-a0a7-0f467bb1f814', 'RC', 2)",0.0,7730b391-a139-4edf-a0a7-0f467bb1f814,RC,2
8479,"('7730b391-a139-4edf-a0a7-0f467bb1f814', 'RC', 3)",0.0,7730b391-a139-4edf-a0a7-0f467bb1f814,RC,3
8480,"('773fe348-da98-4d07-b6fd-0f12ab4f9966', 'W1', 0)",1.0,773fe348-da98-4d07-b6fd-0f12ab4f9966,W1,0
8481,"('773fe348-da98-4d07-b6fd-0f12ab4f9966', 'W1', 1)",0.0,773fe348-da98-4d07-b6fd-0f12ab4f9966,W1,1
8482,"('773fe348-da98-4d07-b6fd-0f12ab4f9966', 'W1', 2)",0.0,773fe348-da98-4d07-b6fd-0f12ab4f9966,W1,2
8483,"('773fe348-da98-4d07-b6fd-0f12ab4f9966', 'W1', 3)",0.0,773fe348-da98-4d07-b6fd-0f12ab4f9966,W1,3
8484,"('7740175f-da7e-4166-8b0c-03706ce03a21', 'RC', 0)",1.0,7740175f-da7e-4166-8b0c-03706ce03a21,RC,0
8485,"('7740175f-da7e-4166-8b0c-03706ce03a21', 'RC', 1)",0.0,7740175f-da7e-4166-8b0c-03706ce03a21,RC,1
8486,"('7740175f-da7e-4166-8b0c-03706ce03a21', 'RC', 2)",0.0,7740175f-da7e-4166-8b0c-03706ce03a21,RC,2
8487,"('7740175f-da7e-4166-8b0c-03706ce03a21', 'RC', 3)",0.0,7740175f-da7e-4166-8b0c-03706ce03a21,RC,3
8488,"('77426059-d681-4427-9b91-fedb16f50f22', 'W1', 0)",0.0,77426059-d681-4427-9b91-fedb16f50f22,W1,0
