,Keys,Values,Z,S,K
8489,"('77426059-d681-4427-9b91-fedb16f50f22', 'W1', 1)",1.0,77426059-d681-4427-9b91-fedb16f50f22,W1,1
8490,"('77426059-d681-4427-9b91-fedb16f50f22', 'W1', 2)",0.0,77426059-d681-4427-9b91-fedb16f50f22,W1,2
8491,"('77426059-d681-4427-9b91-fedb16f50f22', 'W1', 3)",0.0,77426059-d681-4427-9b91-fedb16f50f22,W1,3
8492,"('7746be92-ca59-411f-88d3-24ed4a7b189b', 'W2', 0)",0.0,7746be92-ca59-411f-88d3-24ed4a7b189b,W2,0
8493,"('7746be92-ca59-411f-88d3-24ed4a7b189b', 'W2', 1)",0.0,7746be92-ca59-411f-88d3-24ed4a7b189b,W2,1
8494,"('7746be92-ca59-411f-88d3-24ed4a7b189b', 'W2', 2)",1.0,7746be92-ca59-411f-88d3-24ed4a7b189b,W2,2
8495,"('7746be92-ca59-411f-88d3-24ed4a7b189b', 'W2', 3)",0.0,7746be92-ca59-411f-88d3-24ed4a7b189b,W2,3
8496,"('7763f007-a23f-4ab7-ae10-afe1227edc58', 'W1', 0)",0.0,7763f007-a23f-4ab7-ae10-afe1227edc58,W1,0
8497,"('7763f007-a23f-4ab7-ae10-afe1227edc58', 'W1', 1)",0.0,7763f007-a23f-4ab7-ae10-afe1227edc58,W1,1
8498,"('7763f007-a23f-4ab7-ae10-afe1227edc58', 'W1', 2)",0.0,7763f007-a23f-4ab7-ae10-afe1227edc58,W1,2
8499,"('7763f007-a23f-4ab7-ae10-afe1227edc58', 'W1', 3)",1.0,7763f007-a23f-4ab7-ae10-afe1227edc58,W1,3
8500,"('77770203-6f22-41b4-9688-e14646f4cfbe', 'RC', 0)",1.0,77770203-6f22-41b4-9688-e14646f4cfbe,RC,0
8501,"('77770203-6f22-41b4-9688-e14646f4cfbe', 'RC', 1)",0.0,77770203-6f22-41b4-9688-e14646f4cfbe,RC,1
8502,"('77770203-6f22-41b4-9688-e14646f4cfbe', 'RC', 2)",0.0,77770203-6f22-41b4-9688-e14646f4cfbe,RC,2
8503,"('77770203-6f22-41b4-9688-e14646f4cfbe', 'RC', 3)",0.0,77770203-6f22-41b4-9688-e14646f4cfbe,RC,3
8504,"('777cfa9d-0003-4d9c-9678-eabb3008dbb8', 'W1', 0)",0.0,777cfa9d-0003-4d9c-9678-eabb3008dbb8,W1,0
8505,"('777cfa9d-0003-4d9c-9678-eabb3008dbb8', 'W1', 1)",1.0,777cfa9d-0003-4d9c-9678-eabb3008dbb8,W1,1
8506,"('777cfa9d-0003-4d9c-9678-eabb3008dbb8', 'W1', 2)",0.0,777cfa9d-0003-4d9c-9678-eabb3008dbb8,W1,2
8507,"('777cfa9d-0003-4d9c-9678-eabb3008dbb8', 'W1', 3)",0.0,777cfa9d-0003-4d9c-9678-eabb3008dbb8,W1,3
8508,"('777fd0d3-778f-4f7a-bf13-8f4e5d4ed744', 'W1', 0)",1.0,777fd0d3-778f-4f7a-bf13-8f4e5d4ed744,W1,0
8509,"('777fd0d3-778f-4f7a-bf13-8f4e5d4ed744', 'W1', 1)",0.0,777fd0d3-778f-4f7a-bf13-8f4e5d4ed744,W1,1
8510,"('777fd0d3-778f-4f7a-bf13-8f4e5d4ed744', 'W1', 2)",0.0,777fd0d3-778f-4f7a-bf13-8f4e5d4ed744,W1,2
8511,"('777fd0d3-778f-4f7a-bf13-8f4e5d4ed744', 'W1', 3)",0.0,777fd0d3-778f-4f7a-bf13-8f4e5d4ed744,W1,3
8512,"('7788bdbf-52bc-4523-8649-902878d3746a', 'RC', 0)",1.0,7788bdbf-52bc-4523-8649-902878d3746a,RC,0
8513,"('7788bdbf-52bc-4523-8649-902878d3746a', 'RC', 1)",0.0,7788bdbf-52bc-4523-8649-902878d3746a,RC,1
8514,"('7788bdbf-52bc-4523-8649-902878d3746a', 'RC', 2)",0.0,7788bdbf-52bc-4523-8649-902878d3746a,RC,2
8515,"('7788bdbf-52bc-4523-8649-902878d3746a', 'RC', 3)",0.0,7788bdbf-52bc-4523-8649-902878d3746a,RC,3
8516,"('779a6f7c-080c-4642-85c8-eae5b569bdff', 'W1', 0)",1.0,779a6f7c-080c-4642-85c8-eae5b569bdff,W1,0
8517,"('779a6f7c-080c-4642-85c8-eae5b569bdff', 'W1', 1)",0.0,779a6f7c-080c-4642-85c8-eae5b569bdff,W1,1
8518,"('779a6f7c-080c-4642-85c8-eae5b569bdff', 'W1', 2)",0.0,779a6f7c-080c-4642-85c8-eae5b569bdff,W1,2
8519,"('779a6f7c-080c-4642-85c8-eae5b569bdff', 'W1', 3)",0.0,779a6f7c-080c-4642-85c8-eae5b569bdff,W1,3
8520,"('77a70624-e850-4233-a306-c1c275079530', 'RC', 0)",1.0,77a70624-e850-4233-a306-c1c275079530,RC,0
8521,"('77a70624-e850-4233-a306-c1c275079530', 'RC', 1)",0.0,77a70624-e850-4233-a306-c1c275079530,RC,1
8522,"('77a70624-e850-4233-a306-c1c275079530', 'RC', 2)",0.0,77a70624-e850-4233-a306-c1c275079530,RC,2
8523,"('77a70624-e850-4233-a306-c1c275079530', 'RC', 3)",0.0,77a70624-e850-4233-a306-c1c275079530,RC,3
8524,"('77ae1a93-74f0-4c5c-8755-324394bc038d', 'RC', 0)",1.0,77ae1a93-74f0-4c5c-8755-324394bc038d,RC,0
8525,"('77ae1a93-74f0-4c5c-8755-324394bc038d', 'RC', 1)",0.0,77ae1a93-74f0-4c5c-8755-324394bc038d,RC,1
8526,"('77ae1a93-74f0-4c5c-8755-324394bc038d', 'RC', 2)",0.0,77ae1a93-74f0-4c5c-8755-324394bc038d,RC,2
8527,"('77ae1a93-74f0-4c5c-8755-324394bc038d', 'RC', 3)",0.0,77ae1a93-74f0-4c5c-8755-324394bc038d,RC,3
8528,"('77b519a2-33a3-457a-8b30-fded26a8c0b6', 'W1', 0)",0.0,77b519a2-33a3-457a-8b30-fded26a8c0b6,W1,0
8529,"('77b519a2-33a3-457a-8b30-fded26a8c0b6', 'W1', 1)",1.0,77b519a2-33a3-457a-8b30-fded26a8c0b6,W1,1
8530,"('77b519a2-33a3-457a-8b30-fded26a8c0b6', 'W1', 2)",0.0,77b519a2-33a3-457a-8b30-fded26a8c0b6,W1,2
8531,"('77b519a2-33a3-457a-8b30-fded26a8c0b6', 'W1', 3)",0.0,77b519a2-33a3-457a-8b30-fded26a8c0b6,W1,3
8532,"('77b8e6c4-27d4-43d2-8ea7-f08ee21baeab', 'RC', 0)",1.0,77b8e6c4-27d4-43d2-8ea7-f08ee21baeab,RC,0
8533,"('77b8e6c4-27d4-43d2-8ea7-f08ee21baeab', 'RC', 1)",0.0,77b8e6c4-27d4-43d2-8ea7-f08ee21baeab,RC,1
8534,"('77b8e6c4-27d4-43d2-8ea7-f08ee21baeab', 'RC', 2)",0.0,77b8e6c4-27d4-43d2-8ea7-f08ee21baeab,RC,2
8535,"('77b8e6c4-27d4-43d2-8ea7-f08ee21baeab', 'RC', 3)",0.0,77b8e6c4-27d4-43d2-8ea7-f08ee21baeab,RC,3
8536,"('77c8e81d-cd13-457d-9464-499bfa52b3e2', 'W1', 0)",1.0,77c8e81d-cd13-457d-9464-499bfa52b3e2,W1,0
8537,"('77c8e81d-cd13-457d-9464-499bfa52b3e2', 'W1', 1)",0.0,77c8e81d-cd13-457d-9464-499bfa52b3e2,W1,1
8538,"('77c8e81d-cd13-457d-9464-499bfa52b3e2', 'W1', 2)",0.0,77c8e81d-cd13-457d-9464-499bfa52b3e2,W1,2
8539,"('77c8e81d-cd13-457d-9464-499bfa52b3e2', 'W1', 3)",0.0,77c8e81d-cd13-457d-9464-499bfa52b3e2,W1,3
8540,"('77d6c958-f7e2-41ad-a4d3-c49dcc8f3812', 'RC', 0)",1.0,77d6c958-f7e2-41ad-a4d3-c49dcc8f3812,RC,0
8541,"('77d6c958-f7e2-41ad-a4d3-c49dcc8f3812', 'RC', 1)",0.0,77d6c958-f7e2-41ad-a4d3-c49dcc8f3812,RC,1
8542,"('77d6c958-f7e2-41ad-a4d3-c49dcc8f3812', 'RC', 2)",0.0,77d6c958-f7e2-41ad-a4d3-c49dcc8f3812,RC,2
8543,"('77d6c958-f7e2-41ad-a4d3-c49dcc8f3812', 'RC', 3)",0.0,77d6c958-f7e2-41ad-a4d3-c49dcc8f3812,RC,3
8544,"('77e23f00-3012-42cc-9cc5-8e0f0eaa9680', 'RC', 0)",0.0,77e23f00-3012-42cc-9cc5-8e0f0eaa9680,RC,0
8545,"('77e23f00-3012-42cc-9cc5-8e0f0eaa9680', 'RC', 1)",1.0,77e23f00-3012-42cc-9cc5-8e0f0eaa9680,RC,1
8546,"('77e23f00-3012-42cc-9cc5-8e0f0eaa9680', 'RC', 2)",0.0,77e23f00-3012-42cc-9cc5-8e0f0eaa9680,RC,2
8547,"('77e23f00-3012-42cc-9cc5-8e0f0eaa9680', 'RC', 3)",0.0,77e23f00-3012-42cc-9cc5-8e0f0eaa9680,RC,3
8548,"('77e725eb-1159-4bb2-ab24-ef80271c373b', 'W1', 0)",0.0,77e725eb-1159-4bb2-ab24-ef80271c373b,W1,0
8549,"('77e725eb-1159-4bb2-ab24-ef80271c373b', 'W1', 1)",0.0,77e725eb-1159-4bb2-ab24-ef80271c373b,W1,1
8550,"('77e725eb-1159-4bb2-ab24-ef80271c373b', 'W1', 2)",0.0,77e725eb-1159-4bb2-ab24-ef80271c373b,W1,2
8551,"('77e725eb-1159-4bb2-ab24-ef80271c373b', 'W1', 3)",1.0,77e725eb-1159-4bb2-ab24-ef80271c373b,W1,3
8552,"('77f0b27f-8c98-43c9-8818-acbf0d55d3bc', 'RC', 0)",0.0,77f0b27f-8c98-43c9-8818-acbf0d55d3bc,RC,0
8553,"('77f0b27f-8c98-43c9-8818-acbf0d55d3bc', 'RC', 1)",1.0,77f0b27f-8c98-43c9-8818-acbf0d55d3bc,RC,1
8554,"('77f0b27f-8c98-43c9-8818-acbf0d55d3bc', 'RC', 2)",0.0,77f0b27f-8c98-43c9-8818-acbf0d55d3bc,RC,2
8555,"('77f0b27f-8c98-43c9-8818-acbf0d55d3bc', 'RC', 3)",0.0,77f0b27f-8c98-43c9-8818-acbf0d55d3bc,RC,3
8556,"('77f8be0c-6ca5-4600-9d14-35195a2bcd5e', 'W1', 0)",1.0,77f8be0c-6ca5-4600-9d14-35195a2bcd5e,W1,0
8557,"('77f8be0c-6ca5-4600-9d14-35195a2bcd5e', 'W1', 1)",0.0,77f8be0c-6ca5-4600-9d14-35195a2bcd5e,W1,1
8558,"('77f8be0c-6ca5-4600-9d14-35195a2bcd5e', 'W1', 2)",0.0,77f8be0c-6ca5-4600-9d14-35195a2bcd5e,W1,2
8559,"('77f8be0c-6ca5-4600-9d14-35195a2bcd5e', 'W1', 3)",0.0,77f8be0c-6ca5-4600-9d14-35195a2bcd5e,W1,3
8560,"('78153af2-6d8a-428e-a618-99315988d833', 'W1', 0)",0.0,78153af2-6d8a-428e-a618-99315988d833,W1,0
8561,"('78153af2-6d8a-428e-a618-99315988d833', 'W1', 1)",0.0,78153af2-6d8a-428e-a618-99315988d833,W1,1
8562,"('78153af2-6d8a-428e-a618-99315988d833', 'W1', 2)",0.0,78153af2-6d8a-428e-a618-99315988d833,W1,2
8563,"('78153af2-6d8a-428e-a618-99315988d833', 'W1', 3)",1.0,78153af2-6d8a-428e-a618-99315988d833,W1,3
8564,"('78153b98-2414-4ade-930d-38938d969536', 'RC', 0)",1.0,78153b98-2414-4ade-930d-38938d969536,RC,0
8565,"('78153b98-2414-4ade-930d-38938d969536', 'RC', 1)",0.0,78153b98-2414-4ade-930d-38938d969536,RC,1
8566,"('78153b98-2414-4ade-930d-38938d969536', 'RC', 2)",0.0,78153b98-2414-4ade-930d-38938d969536,RC,2
8567,"('78153b98-2414-4ade-930d-38938d969536', 'RC', 3)",0.0,78153b98-2414-4ade-930d-38938d969536,RC,3
8568,"('78244833-8512-45fe-b2c3-b6bf275947bf', 'W1', 0)",0.0,78244833-8512-45fe-b2c3-b6bf275947bf,W1,0
8569,"('78244833-8512-45fe-b2c3-b6bf275947bf', 'W1', 1)",1.0,78244833-8512-45fe-b2c3-b6bf275947bf,W1,1
8570,"('78244833-8512-45fe-b2c3-b6bf275947bf', 'W1', 2)",0.0,78244833-8512-45fe-b2c3-b6bf275947bf,W1,2
8571,"('78244833-8512-45fe-b2c3-b6bf275947bf', 'W1', 3)",0.0,78244833-8512-45fe-b2c3-b6bf275947bf,W1,3
8572,"('782e9756-f21d-469f-bfc5-17e0b6835881', 'W2', 0)",1.0,782e9756-f21d-469f-bfc5-17e0b6835881,W2,0
8573,"('782e9756-f21d-469f-bfc5-17e0b6835881', 'W2', 1)",0.0,782e9756-f21d-469f-bfc5-17e0b6835881,W2,1
8574,"('782e9756-f21d-469f-bfc5-17e0b6835881', 'W2', 2)",0.0,782e9756-f21d-469f-bfc5-17e0b6835881,W2,2
8575,"('782e9756-f21d-469f-bfc5-17e0b6835881', 'W2', 3)",0.0,782e9756-f21d-469f-bfc5-17e0b6835881,W2,3
8576,"('78361a51-2da8-4c68-95eb-80e0d9fe4ac3', 'RC', 0)",1.0,78361a51-2da8-4c68-95eb-80e0d9fe4ac3,RC,0
8577,"('78361a51-2da8-4c68-95eb-80e0d9fe4ac3', 'RC', 1)",0.0,78361a51-2da8-4c68-95eb-80e0d9fe4ac3,RC,1
8578,"('78361a51-2da8-4c68-95eb-80e0d9fe4ac3', 'RC', 2)",0.0,78361a51-2da8-4c68-95eb-80e0d9fe4ac3,RC,2
8579,"('78361a51-2da8-4c68-95eb-80e0d9fe4ac3', 'RC', 3)",0.0,78361a51-2da8-4c68-95eb-80e0d9fe4ac3,RC,3
8580,"('783a9c48-7850-486f-b58f-f52464f6849e', 'W1', 0)",1.0,783a9c48-7850-486f-b58f-f52464f6849e,W1,0
8581,"('783a9c48-7850-486f-b58f-f52464f6849e', 'W1', 1)",0.0,783a9c48-7850-486f-b58f-f52464f6849e,W1,1
8582,"('783a9c48-7850-486f-b58f-f52464f6849e', 'W1', 2)",0.0,783a9c48-7850-486f-b58f-f52464f6849e,W1,2
8583,"('783a9c48-7850-486f-b58f-f52464f6849e', 'W1', 3)",0.0,783a9c48-7850-486f-b58f-f52464f6849e,W1,3
8584,"('786c1f9e-60e3-4c8d-b339-31d952b7df8c', 'W2', 0)",1.0,786c1f9e-60e3-4c8d-b339-31d952b7df8c,W2,0
8585,"('786c1f9e-60e3-4c8d-b339-31d952b7df8c', 'W2', 1)",0.0,786c1f9e-60e3-4c8d-b339-31d952b7df8c,W2,1
8586,"('786c1f9e-60e3-4c8d-b339-31d952b7df8c', 'W2', 2)",0.0,786c1f9e-60e3-4c8d-b339-31d952b7df8c,W2,2
8587,"('786c1f9e-60e3-4c8d-b339-31d952b7df8c', 'W2', 3)",0.0,786c1f9e-60e3-4c8d-b339-31d952b7df8c,W2,3
8588,"('78717d2f-6a6d-471d-9982-e07d9bac135a', 'RC', 0)",0.0,78717d2f-6a6d-471d-9982-e07d9bac135a,RC,0
8589,"('78717d2f-6a6d-471d-9982-e07d9bac135a', 'RC', 1)",1.0,78717d2f-6a6d-471d-9982-e07d9bac135a,RC,1
8590,"('78717d2f-6a6d-471d-9982-e07d9bac135a', 'RC', 2)",0.0,78717d2f-6a6d-471d-9982-e07d9bac135a,RC,2
8591,"('78717d2f-6a6d-471d-9982-e07d9bac135a', 'RC', 3)",0.0,78717d2f-6a6d-471d-9982-e07d9bac135a,RC,3
8592,"('7874235e-048f-4b4a-8828-e488fd53ca2a', 'W1', 0)",0.0,7874235e-048f-4b4a-8828-e488fd53ca2a,W1,0
8593,"('7874235e-048f-4b4a-8828-e488fd53ca2a', 'W1', 1)",0.0,7874235e-048f-4b4a-8828-e488fd53ca2a,W1,1
8594,"('7874235e-048f-4b4a-8828-e488fd53ca2a', 'W1', 2)",1.0,7874235e-048f-4b4a-8828-e488fd53ca2a,W1,2
8595,"('7874235e-048f-4b4a-8828-e488fd53ca2a', 'W1', 3)",0.0,7874235e-048f-4b4a-8828-e488fd53ca2a,W1,3
8596,"('78828821-763a-4300-b846-8682789e039b', 'W2', 0)",0.0,78828821-763a-4300-b846-8682789e039b,W2,0
8597,"('78828821-763a-4300-b846-8682789e039b', 'W2', 1)",1.0,78828821-763a-4300-b846-8682789e039b,W2,1
8598,"('78828821-763a-4300-b846-8682789e039b', 'W2', 2)",0.0,78828821-763a-4300-b846-8682789e039b,W2,2
8599,"('78828821-763a-4300-b846-8682789e039b', 'W2', 3)",0.0,78828821-763a-4300-b846-8682789e039b,W2,3
8600,"('7897f1b2-441e-4b40-8e3b-7cb12f312fa8', 'W2', 0)",1.0,7897f1b2-441e-4b40-8e3b-7cb12f312fa8,W2,0
8601,"('7897f1b2-441e-4b40-8e3b-7cb12f312fa8', 'W2', 1)",0.0,7897f1b2-441e-4b40-8e3b-7cb12f312fa8,W2,1
8602,"('7897f1b2-441e-4b40-8e3b-7cb12f312fa8', 'W2', 2)",0.0,7897f1b2-441e-4b40-8e3b-7cb12f312fa8,W2,2
8603,"('7897f1b2-441e-4b40-8e3b-7cb12f312fa8', 'W2', 3)",0.0,7897f1b2-441e-4b40-8e3b-7cb12f312fa8,W2,3
8604,"('78a98ac3-0443-4c39-acfb-490562f2d3ce', 'RC', 0)",1.0,78a98ac3-0443-4c39-acfb-490562f2d3ce,RC,0
8605,"('78a98ac3-0443-4c39-acfb-490562f2d3ce', 'RC', 1)",0.0,78a98ac3-0443-4c39-acfb-490562f2d3ce,RC,1
8606,"('78a98ac3-0443-4c39-acfb-490562f2d3ce', 'RC', 2)",0.0,78a98ac3-0443-4c39-acfb-490562f2d3ce,RC,2
8607,"('78a98ac3-0443-4c39-acfb-490562f2d3ce', 'RC', 3)",0.0,78a98ac3-0443-4c39-acfb-490562f2d3ce,RC,3
8608,"('78b085dd-7505-46c9-93a4-ccc651623a8e', 'W1', 0)",0.0,78b085dd-7505-46c9-93a4-ccc651623a8e,W1,0
8609,"('78b085dd-7505-46c9-93a4-ccc651623a8e', 'W1', 1)",0.0,78b085dd-7505-46c9-93a4-ccc651623a8e,W1,1
8610,"('78b085dd-7505-46c9-93a4-ccc651623a8e', 'W1', 2)",1.0,78b085dd-7505-46c9-93a4-ccc651623a8e,W1,2
8611,"('78b085dd-7505-46c9-93a4-ccc651623a8e', 'W1', 3)",0.0,78b085dd-7505-46c9-93a4-ccc651623a8e,W1,3
8612,"('78ec2fd3-1f65-4b80-851d-f4e27456c4cb', 'W1', 0)",0.0,78ec2fd3-1f65-4b80-851d-f4e27456c4cb,W1,0
8613,"('78ec2fd3-1f65-4b80-851d-f4e27456c4cb', 'W1', 1)",1.0,78ec2fd3-1f65-4b80-851d-f4e27456c4cb,W1,1
8614,"('78ec2fd3-1f65-4b80-851d-f4e27456c4cb', 'W1', 2)",0.0,78ec2fd3-1f65-4b80-851d-f4e27456c4cb,W1,2
8615,"('78ec2fd3-1f65-4b80-851d-f4e27456c4cb', 'W1', 3)",0.0,78ec2fd3-1f65-4b80-851d-f4e27456c4cb,W1,3
8616,"('78f94d97-85c2-413d-9104-fc48467b62d2', 'W2', 0)",1.0,78f94d97-85c2-413d-9104-fc48467b62d2,W2,0
8617,"('78f94d97-85c2-413d-9104-fc48467b62d2', 'W2', 1)",0.0,78f94d97-85c2-413d-9104-fc48467b62d2,W2,1
8618,"('78f94d97-85c2-413d-9104-fc48467b62d2', 'W2', 2)",0.0,78f94d97-85c2-413d-9104-fc48467b62d2,W2,2
8619,"('78f94d97-85c2-413d-9104-fc48467b62d2', 'W2', 3)",0.0,78f94d97-85c2-413d-9104-fc48467b62d2,W2,3
8620,"('7900e84b-0d20-4faf-bf22-06bddb8c1395', 'RC', 0)",1.0,7900e84b-0d20-4faf-bf22-06bddb8c1395,RC,0
8621,"('7900e84b-0d20-4faf-bf22-06bddb8c1395', 'RC', 1)",0.0,7900e84b-0d20-4faf-bf22-06bddb8c1395,RC,1
8622,"('7900e84b-0d20-4faf-bf22-06bddb8c1395', 'RC', 2)",0.0,7900e84b-0d20-4faf-bf22-06bddb8c1395,RC,2
8623,"('7900e84b-0d20-4faf-bf22-06bddb8c1395', 'RC', 3)",0.0,7900e84b-0d20-4faf-bf22-06bddb8c1395,RC,3
8624,"('791fc08d-5f0f-48a1-8747-949b7b91e13a', 'W1', 0)",0.0,791fc08d-5f0f-48a1-8747-949b7b91e13a,W1,0
8625,"('791fc08d-5f0f-48a1-8747-949b7b91e13a', 'W1', 1)",0.0,791fc08d-5f0f-48a1-8747-949b7b91e13a,W1,1
8626,"('791fc08d-5f0f-48a1-8747-949b7b91e13a', 'W1', 2)",0.0,791fc08d-5f0f-48a1-8747-949b7b91e13a,W1,2
8627,"('791fc08d-5f0f-48a1-8747-949b7b91e13a', 'W1', 3)",1.0,791fc08d-5f0f-48a1-8747-949b7b91e13a,W1,3
8628,"('7920553d-4639-4bbf-9eaf-ebf94069655d', 'RC', 0)",1.0,7920553d-4639-4bbf-9eaf-ebf94069655d,RC,0
8629,"('7920553d-4639-4bbf-9eaf-ebf94069655d', 'RC', 1)",0.0,7920553d-4639-4bbf-9eaf-ebf94069655d,RC,1
8630,"('7920553d-4639-4bbf-9eaf-ebf94069655d', 'RC', 2)",0.0,7920553d-4639-4bbf-9eaf-ebf94069655d,RC,2
8631,"('7920553d-4639-4bbf-9eaf-ebf94069655d', 'RC', 3)",0.0,7920553d-4639-4bbf-9eaf-ebf94069655d,RC,3
8632,"('7932236d-964d-43b2-8a0b-fc2162174588', 'W2', 0)",1.0,7932236d-964d-43b2-8a0b-fc2162174588,W2,0
8633,"('7932236d-964d-43b2-8a0b-fc2162174588', 'W2', 1)",0.0,7932236d-964d-43b2-8a0b-fc2162174588,W2,1
8634,"('7932236d-964d-43b2-8a0b-fc2162174588', 'W2', 2)",0.0,7932236d-964d-43b2-8a0b-fc2162174588,W2,2
8635,"('7932236d-964d-43b2-8a0b-fc2162174588', 'W2', 3)",0.0,7932236d-964d-43b2-8a0b-fc2162174588,W2,3
8636,"('79348927-9f76-4b62-b1f2-259d8abe6da1', 'W1', 0)",0.0,79348927-9f76-4b62-b1f2-259d8abe6da1,W1,0
8637,"('79348927-9f76-4b62-b1f2-259d8abe6da1', 'W1', 1)",0.0,79348927-9f76-4b62-b1f2-259d8abe6da1,W1,1
8638,"('79348927-9f76-4b62-b1f2-259d8abe6da1', 'W1', 2)",0.0,79348927-9f76-4b62-b1f2-259d8abe6da1,W1,2
8639,"('79348927-9f76-4b62-b1f2-259d8abe6da1', 'W1', 3)",1.0,79348927-9f76-4b62-b1f2-259d8abe6da1,W1,3
8640,"('7986197e-d33c-4d68-ae24-f2a88d312425', 'W2', 0)",1.0,7986197e-d33c-4d68-ae24-f2a88d312425,W2,0
8641,"('7986197e-d33c-4d68-ae24-f2a88d312425', 'W2', 1)",0.0,7986197e-d33c-4d68-ae24-f2a88d312425,W2,1
8642,"('7986197e-d33c-4d68-ae24-f2a88d312425', 'W2', 2)",0.0,7986197e-d33c-4d68-ae24-f2a88d312425,W2,2
8643,"('7986197e-d33c-4d68-ae24-f2a88d312425', 'W2', 3)",0.0,7986197e-d33c-4d68-ae24-f2a88d312425,W2,3
8644,"('798b6d2e-d222-4dee-9c6e-a1d486a5d97d', 'W1', 0)",0.0,798b6d2e-d222-4dee-9c6e-a1d486a5d97d,W1,0
8645,"('798b6d2e-d222-4dee-9c6e-a1d486a5d97d', 'W1', 1)",1.0,798b6d2e-d222-4dee-9c6e-a1d486a5d97d,W1,1
8646,"('798b6d2e-d222-4dee-9c6e-a1d486a5d97d', 'W1', 2)",0.0,798b6d2e-d222-4dee-9c6e-a1d486a5d97d,W1,2
8647,"('798b6d2e-d222-4dee-9c6e-a1d486a5d97d', 'W1', 3)",0.0,798b6d2e-d222-4dee-9c6e-a1d486a5d97d,W1,3
8648,"('79b140a5-0825-424a-8d3e-b5592a763251', 'RC', 0)",1.0,79b140a5-0825-424a-8d3e-b5592a763251,RC,0
8649,"('79b140a5-0825-424a-8d3e-b5592a763251', 'RC', 1)",0.0,79b140a5-0825-424a-8d3e-b5592a763251,RC,1
8650,"('79b140a5-0825-424a-8d3e-b5592a763251', 'RC', 2)",0.0,79b140a5-0825-424a-8d3e-b5592a763251,RC,2
8651,"('79b140a5-0825-424a-8d3e-b5592a763251', 'RC', 3)",0.0,79b140a5-0825-424a-8d3e-b5592a763251,RC,3
8652,"('79b162e2-9ce0-46ff-b149-56bc77bb6b25', 'W1', 0)",0.0,79b162e2-9ce0-46ff-b149-56bc77bb6b25,W1,0
8653,"('79b162e2-9ce0-46ff-b149-56bc77bb6b25', 'W1', 1)",0.0,79b162e2-9ce0-46ff-b149-56bc77bb6b25,W1,1
8654,"('79b162e2-9ce0-46ff-b149-56bc77bb6b25', 'W1', 2)",0.0,79b162e2-9ce0-46ff-b149-56bc77bb6b25,W1,2
8655,"('79b162e2-9ce0-46ff-b149-56bc77bb6b25', 'W1', 3)",1.0,79b162e2-9ce0-46ff-b149-56bc77bb6b25,W1,3
8656,"('79ba060d-0118-445a-8e54-7fd11f1de03b', 'W1', 0)",1.0,79ba060d-0118-445a-8e54-7fd11f1de03b,W1,0
8657,"('79ba060d-0118-445a-8e54-7fd11f1de03b', 'W1', 1)",0.0,79ba060d-0118-445a-8e54-7fd11f1de03b,W1,1
8658,"('79ba060d-0118-445a-8e54-7fd11f1de03b', 'W1', 2)",0.0,79ba060d-0118-445a-8e54-7fd11f1de03b,W1,2
8659,"('79ba060d-0118-445a-8e54-7fd11f1de03b', 'W1', 3)",0.0,79ba060d-0118-445a-8e54-7fd11f1de03b,W1,3
8660,"('79bb67e7-43e6-4c2a-927f-44d28dd54f94', 'RC', 0)",1.0,79bb67e7-43e6-4c2a-927f-44d28dd54f94,RC,0
8661,"('79bb67e7-43e6-4c2a-927f-44d28dd54f94', 'RC', 1)",0.0,79bb67e7-43e6-4c2a-927f-44d28dd54f94,RC,1
8662,"('79bb67e7-43e6-4c2a-927f-44d28dd54f94', 'RC', 2)",0.0,79bb67e7-43e6-4c2a-927f-44d28dd54f94,RC,2
8663,"('79bb67e7-43e6-4c2a-927f-44d28dd54f94', 'RC', 3)",0.0,79bb67e7-43e6-4c2a-927f-44d28dd54f94,RC,3
8664,"('79e95321-3608-46a4-a5c6-3f44fe883987', 'RC', 0)",1.0,79e95321-3608-46a4-a5c6-3f44fe883987,RC,0
8665,"('79e95321-3608-46a4-a5c6-3f44fe883987', 'RC', 1)",0.0,79e95321-3608-46a4-a5c6-3f44fe883987,RC,1
8666,"('79e95321-3608-46a4-a5c6-3f44fe883987', 'RC', 2)",0.0,79e95321-3608-46a4-a5c6-3f44fe883987,RC,2
8667,"('79e95321-3608-46a4-a5c6-3f44fe883987', 'RC', 3)",0.0,79e95321-3608-46a4-a5c6-3f44fe883987,RC,3
8668,"('79fb269f-d51b-4a03-abc7-c1e94bdc7398', 'W1', 0)",0.0,79fb269f-d51b-4a03-abc7-c1e94bdc7398,W1,0
8669,"('79fb269f-d51b-4a03-abc7-c1e94bdc7398', 'W1', 1)",1.0,79fb269f-d51b-4a03-abc7-c1e94bdc7398,W1,1
8670,"('79fb269f-d51b-4a03-abc7-c1e94bdc7398', 'W1', 2)",0.0,79fb269f-d51b-4a03-abc7-c1e94bdc7398,W1,2
8671,"('79fb269f-d51b-4a03-abc7-c1e94bdc7398', 'W1', 3)",0.0,79fb269f-d51b-4a03-abc7-c1e94bdc7398,W1,3
8672,"('79fe2853-b4f6-48d0-972e-3920288ccd32', 'RC', 0)",1.0,79fe2853-b4f6-48d0-972e-3920288ccd32,RC,0
8673,"('79fe2853-b4f6-48d0-972e-3920288ccd32', 'RC', 1)",0.0,79fe2853-b4f6-48d0-972e-3920288ccd32,RC,1
