,Z,S,K,rmv,l,repair,dislocated,numprec,prdis,d_ijk,b,Q_t_hat
2287,1e8a29d5-be34-439d-bc10-73dcaa219ec4,RC,3,126529.0,110896.73071903184,394.2969307421978,0.0,0.0,0.0,0.0,0,0.0842694872285099
2288,1e933a15-5282-4b63-9c1e-a0cbd13bc9a7,W1,0,63329.0,56996.01970492165,815.8655478676521,1.0,0.0,0.8637555762321454,0.0,1,0.17436750328438816
2289,1e933a15-5282-4b63-9c1e-a0cbd13bc9a7,W1,1,63329.0,56995.98558228508,815.8649891944198,1.0,0.0,0.8637553249491108,0.0,0,0.174367383884253
2290,1e933a15-5282-4b63-9c1e-a0cbd13bc9a7,W1,2,63329.0,39010.46288068007,516.0862969155197,1.0,0.0,0.7405264276713357,0.0,0,0.11029841780626623
2291,1e933a15-5282-4b63-9c1e-a0cbd13bc9a7,W1,3,63329.0,56996.01970492165,407.93277393382607,1.0,0.0,0.8637555762321454,0.0,0,0.08718375164219408
2292,1e9d665c-89a7-469b-8022-5d63b1300ee5,W1,0,142453.0,128207.67095179904,815.8666709656517,1.0,0.0,0.8415557115234896,0.0,1,0.17436774331388152
2293,1e9d665c-89a7-469b-8022-5d63b1300ee5,W1,1,142453.0,128207.65860731636,815.8665811154186,1.0,0.0,0.8415556659138463,0.0,0,0.17436772411101062
2294,1e9d665c-89a7-469b-8022-5d63b1300ee5,W1,2,142453.0,87750.59559982817,516.0862969155197,1.0,0.0,0.6940780393039546,0.0,0,0.11029841780626623
2295,1e9d665c-89a7-469b-8022-5d63b1300ee5,W1,3,142453.0,128207.67095179904,407.9333354828258,1.0,0.0,0.8415557115234896,0.0,0,0.08718387165694075
2296,1e9e5aaa-4bba-4c5b-87d8-e03202fd9567,W1,0,76665.0,68983.94353070938,815.6664670557577,1.0,3.0,0.8453410732095151,2.5360232196285453,1,0.17432495555797345
2297,1e9e5aaa-4bba-4c5b-87d8-e03202fd9567,W1,1,76665.0,68977.7575337416,815.5828046254728,1.0,3.0,0.8453051182357411,2.5359153547072233,0,0.17430707514970567
2298,1e9e5aaa-4bba-4c5b-87d8-e03202fd9567,W1,2,76665.0,47225.39652840464,516.0862969155197,1.0,3.0,0.7144671289416207,2.143401386824862,0,0.11029841780626623
2299,1e9e5aaa-4bba-4c5b-87d8-e03202fd9567,W1,3,76665.0,68983.94353070938,407.83323352787886,1.0,3.0,0.8453410732095151,2.5360232196285453,0,0.08716247777898672
2300,1eb21a29-1fb8-4b2f-a5b7-5262c2eb9d5c,RC,0,252483.0,207474.95050745577,725.626376339637,0.0,0.0,0.0,0.0,1,0.15508150808712054
2301,1eb21a29-1fb8-4b2f-a5b7-5262c2eb9d5c,RC,1,252483.0,202121.4112367764,701.327159361319,0.0,0.0,0.0,0.0,0,0.1498882580383242
2302,1eb21a29-1fb8-4b2f-a5b7-5262c2eb9d5c,RC,2,252483.0,141913.00394656122,452.333322254278,0.0,0.0,0.0,0.0,0,0.0966730759252571
2303,1eb21a29-1fb8-4b2f-a5b7-5262c2eb9d5c,RC,3,252483.0,207474.95050745577,362.8131881698185,0.0,0.0,0.0,0.0,0,0.07754075404356027
2304,1ec17e20-4b24-40bc-9f4c-a6bc6cb81e47,W1,0,49148.0,44233.13414526863,815.8654718432947,1.0,0.0,0.7780630919414175,0.0,1,0.17436748703639554
2305,1ec17e20-4b24-40bc-9f4c-a6bc6cb81e47,W1,1,49148.0,44233.10615928104,815.8648814346595,1.0,0.0,0.7780627563003568,0.0,0,0.17436736085374216
2306,1ec17e20-4b24-40bc-9f4c-a6bc6cb81e47,W1,2,49148.0,30275.011916494244,516.0862969155197,1.0,0.0,0.6130643532017073,0.0,0,0.11029841780626623
2307,1ec17e20-4b24-40bc-9f4c-a6bc6cb81e47,W1,3,49148.0,44233.13414526863,407.93273592164735,1.0,0.0,0.7780630919414175,0.0,0,0.08718374351819777
2308,1ec75d10-5b34-4cb8-a79c-136923d3799f,W2,0,196269.0,172104.72789407612,792.5997104339857,1.0,1.0,0.8454355341041874,0.8454355341041874,1,0.16939510802179647
2309,1ec75d10-5b34-4cb8-a79c-136923d3799f,W2,1,196269.0,171063.39323906714,787.8474279022431,1.0,1.0,0.8423621014550396,0.8423621014550396,0,0.168379446014585
2310,1ec75d10-5b34-4cb8-a79c-136923d3799f,W2,2,196269.0,66242.95092578803,249.75144606813183,1.0,1.0,0.5666495035722489,0.5666495035722489,0,0.05337709896732888
2311,1ec75d10-5b34-4cb8-a79c-136923d3799f,W2,3,196269.0,172104.72789407612,396.29985521699285,1.0,1.0,0.8454355341041874,0.8454355341041874,0,0.08469755401089823
2312,1ec9fa2a-c993-450e-81af-9a7893adcabf,W1,0,74446.0,66982.08720269038,815.5928342782233,1.0,1.0,0.8632757202805417,0.8632757202805417,1,0.17430921869592292
2313,1ec9fa2a-c993-450e-81af-9a7893adcabf,W1,1,74446.0,66973.8128447806,815.4773683470795,1.0,1.0,0.863227012276496,0.863227012276496,0,0.17428454121544765
2314,1ec9fa2a-c993-450e-81af-9a7893adcabf,W1,2,74446.0,46186.03965961415,520.4933273591503,1.0,1.0,0.7493385031122446,0.7493385031122446,0,0.1112402922332016
2315,1ec9fa2a-c993-450e-81af-9a7893adcabf,W1,3,74446.0,66982.08720269038,407.79641713911167,1.0,1.0,0.8632757202805417,0.8632757202805417,0,0.08715460934796146
2316,1ece43ed-16ec-4265-bc40-9114d7b61023,W1,0,135162.0,83854.03503845428,520.4933273591503,0.0,1.0,0.6676462845223425,0.6676462845223425,1,0.1112402922332016
2317,1ece43ed-16ec-4265-bc40-9114d7b61023,W1,1,135162.0,67662.56446476566,396.0439829547124,0.0,1.0,0.6042660875721142,0.6042660875721142,0,0.08464286876570046
2318,1ece43ed-16ec-4265-bc40-9114d7b61023,W1,2,135162.0,83854.03503845428,520.4933273591503,0.0,1.0,0.6676462845223425,0.6676462845223425,0,0.1112402922332016
2319,1ece43ed-16ec-4265-bc40-9114d7b61023,W1,3,135162.0,83854.03503845428,260.24666367957514,0.0,1.0,0.6676462845223425,0.6676462845223425,0,0.0556201461166008
2320,1ed3a9a2-26af-41f1-9625-a028c8a1ff2f,RC,0,100324.0,75737.82965739712,650.9630325033538,1.0,6.0,0.8106830102647806,4.864098061588684,1,0.13912439249911387
2321,1ed3a9a2-26af-41f1-9625-a028c8a1ff2f,RC,1,100324.0,70038.28797836175,586.9278610621211,1.0,6.0,0.789371600513455,4.73622960308073,0,0.12543873927380234
2322,1ed3a9a2-26af-41f1-9625-a028c8a1ff2f,RC,2,100324.0,59264.2689297928,485.2514497545219,1.0,6.0,0.7219071338969469,4.331442803381682,0,0.10370836712000896
2323,1ed3a9a2-26af-41f1-9625-a028c8a1ff2f,RC,3,100324.0,75737.82965739712,325.4815162516769,1.0,6.0,0.8106830102647806,4.864098061588684,0,0.06956219624955694
2324,1edfd02e-5b10-4b94-b89e-ef777afda4ea,W2,0,195092.0,174247.1899015079,809.1416882485108,1.0,0.0,0.7793702581232614,0.0,1,0.17293047408602497
2325,1edfd02e-5b10-4b94-b89e-ef777afda4ea,W2,1,195092.0,174247.1899015079,809.1416882485108,1.0,0.0,0.7793702581232614,0.0,0,0.17293047408602497
2326,1edfd02e-5b10-4b94-b89e-ef777afda4ea,W2,2,195092.0,38373.992468034856,124.97933339950426,0.0,0.0,0.3776264205650913,0.0,0,0.02671069318219796
2327,1edfd02e-5b10-4b94-b89e-ef777afda4ea,W2,3,195092.0,174247.1899015079,404.5708441242554,1.0,0.0,0.7793702581232614,0.0,0,0.08646523704301248
2328,1ef6a4a4-7c3d-4185-ad03-3cc1f96ef41c,RC,0,298538.0,260713.1860643344,784.9530566174109,0.0,0.0,0.0,0.0,1,0.16776085843500982
2329,1ef6a4a4-7c3d-4185-ad03-3cc1f96ef41c,RC,1,298538.0,253829.6473604592,758.3527867581809,0.0,0.0,0.0,0.0,0,0.16207582533835882
2330,1ef6a4a4-7c3d-4185-ad03-3cc1f96ef41c,RC,2,298538.0,197284.6842148844,555.6390268896671,0.0,0.0,0.0,0.0,0,0.11875166208370744
2331,1ef6a4a4-7c3d-4185-ad03-3cc1f96ef41c,RC,3,298538.0,260713.1860643344,392.47652830870544,0.0,0.0,0.0,0.0,0,0.08388042921750491
2332,1f04a54e-2ecd-43f0-af0a-fe517c1048db,RC,0,121253.0,74043.55855482983,496.6559401115829,0.0,0.0,0.0,0.0,1,0.10614574484111623
2333,1f04a54e-2ecd-43f0-af0a-fe517c1048db,RC,1,121253.0,65539.17848366726,423.49733079715816,0.0,0.0,0.0,0.0,0,0.0905102224400851
2334,1f04a54e-2ecd-43f0-af0a-fe517c1048db,RC,2,121253.0,67208.34747674092,444.7107672747661,0.0,0.0,0.0,0.0,0,0.09504397676314728
2335,1f04a54e-2ecd-43f0-af0a-fe517c1048db,RC,3,121253.0,74043.55855482983,248.32797005579147,0.0,0.0,0.0,0.0,0,0.05307287242055812
2336,1f1434a6-95c0-4b3a-83ad-1b38230a15f6,W1,0,71294.0,64164.46805774167,815.8649327178829,1.0,2.0,0.8689150729505444,1.7378301459010888,1,0.1743673718140378
2337,1f1434a6-95c0-4b3a-83ad-1b38230a15f6,W1,1,71294.0,64164.41198683643,815.8641172581903,1.0,2.0,0.8689146998874413,1.7378293997748826,0,0.17436719753327426
2338,1f1434a6-95c0-4b3a-83ad-1b38230a15f6,W1,2,71294.0,43916.87758554856,516.0862969155197,1.0,2.0,0.7444518499140681,1.4889036998281362,0,0.11029841780626623
2339,1f1434a6-95c0-4b3a-83ad-1b38230a15f6,W1,3,71294.0,64164.46805774167,407.93246635894144,1.0,2.0,0.8689150729505444,1.7378301459010888,0,0.0871836859070189
2340,1f21d6b5-490f-41d7-a858-ff24d5a05f83,RC,0,270853.0,239191.3910792621,796.2816441038369,0.0,0.0,0.0,0.0,1,0.17018201412777023
2341,1f21d6b5-490f-41d7-a858-ff24d5a05f83,RC,1,270853.0,235055.1606923848,778.6236949115561,0.0,0.0,0.0,0.0,0,0.16640814167804147
2342,1f21d6b5-490f-41d7-a858-ff24d5a05f83,RC,2,270853.0,178989.43710232558,555.6390268896671,0.0,0.0,0.0,0.0,0,0.11875166208370744
2343,1f21d6b5-490f-41d7-a858-ff24d5a05f83,RC,3,270853.0,239191.3910792621,398.14082205191846,0.0,0.0,0.0,0.0,0,0.08509100706388512
2344,1f42ce0a-f354-430a-b33a-f674b4896344,W1,0,155929.0,140336.0366866917,815.8664576118063,0.0,0.0,0.7835179732907265,0.0,1,0.1743676977157098
2345,1f42ce0a-f354-430a-b33a-f674b4896344,W1,1,155929.0,140336.00978072122,815.8662786997196,0.0,0.0,0.7835178730876055,0.0,0,0.1743676594784611
2346,1f42ce0a-f354-430a-b33a-f674b4896344,W1,2,155929.0,96051.76880294277,516.0862969155197,0.0,0.0,0.6264506601693365,0.0,0,0.11029841780626623
2347,1f42ce0a-f354-430a-b33a-f674b4896344,W1,3,155929.0,140336.0366866917,407.9332288059031,0.0,0.0,0.7835179732907265,0.0,0,0.0871838488578549
2348,1f49360b-20b3-490d-98b6-907915917339,W1,0,41959.0,37748.77421945865,815.5064955895645,1.0,1.0,0.845717247515893,0.845717247515893,1,0.17429076631535895
2349,1f49360b-20b3-490d-98b6-907915917339,W1,1,41959.0,37742.68625724608,815.3560551019903,1.0,1.0,0.8456568888742085,0.8456568888742085,0,0.17425861404188722
2350,1f49360b-20b3-490d-98b6-907915917339,W1,2,41959.0,25846.610747216204,516.0862969155197,1.0,1.0,0.7170759365356036,0.7170759365356036,0,0.11029841780626623
2351,1f49360b-20b3-490d-98b6-907915917339,W1,3,41959.0,37748.77421945865,407.7532477947822,1.0,1.0,0.845717247515893,0.845717247515893,0,0.08714538315767947
2352,1f547877-5883-403e-a7d0-eddc5be248ef,W1,0,94487.0,85013.39670282353,815.5886810976363,1.0,1.0,0.8444796057318379,0.8444796057318379,1,0.17430833107451085
2353,1f547877-5883-403e-a7d0-eddc5be248ef,W1,1,94487.0,85002.81366117067,815.472547906838,1.0,1.0,0.8444344779606248,0.8444344779606248,0,0.17428351098671468
2354,1f547877-5883-403e-a7d0-eddc5be248ef,W1,2,94487.0,58203.69192955546,516.0862969155197,1.0,1.0,0.7242312921430878,0.7242312921430878,0,0.11029841780626623
2355,1f547877-5883-403e-a7d0-eddc5be248ef,W1,3,94487.0,85013.39670282353,407.7943405488181,1.0,1.0,0.8444796057318379,0.8444796057318379,0,0.08715416553725543
2356,1f592554-7a46-4156-9706-64845f36a935,W1,0,45836.0,41249.60263625151,815.802465937589,1.0,1.0,0.8317927483580138,0.8317927483580138,1,0.17435402135874953
2357,1f592554-7a46-4156-9706-64845f36a935,W1,1,45836.0,41248.41385322176,815.7755745136486,1.0,1.0,0.8317787792816744,0.8317787792816744,0,0.17434827409994627
2358,1f592554-7a46-4156-9706-64845f36a935,W1,2,45836.0,28234.83043469582,516.0862969155197,1.0,1.0,0.6796922826244809,0.6796922826244809,0,0.11029841780626623
2359,1f592554-7a46-4156-9706-64845f36a935,W1,3,45836.0,41249.60263625151,407.9012329687945,1.0,1.0,0.8317927483580138,0.8317927483580138,0,0.08717701067937476
2360,1f5ec24b-63e4-4379-910a-564eb59a2ad7,W1,0,76204.0,68475.83563863898,814.3729693043665,1.0,1.0,0.8526476162631632,0.8526476162631632,1,0.1740485080795825
2361,1f5ec24b-63e4-4379-910a-564eb59a2ad7,W1,1,76204.0,68429.66517034662,813.7435393039607,1.0,1.0,0.8523376766188931,0.8523376766188931,0,0.17391398574566375
2362,1f5ec24b-63e4-4379-910a-564eb59a2ad7,W1,2,76204.0,47276.69674960692,520.4933273591503,0.0,1.0,0.7208783493164084,0.7208783493164084,0,0.1112402922332016
2363,1f5ec24b-63e4-4379-910a-564eb59a2ad7,W1,3,76204.0,68475.83563863898,407.18648465218325,1.0,1.0,0.8526476162631632,0.8526476162631632,0,0.08702425403979125
2364,1f630359-0a5f-4b0d-b7a2-76adf3d8f933,RC,0,496894.0,401988.5158806786,711.0779193842698,0.0,0.0,0.0,0.0,1,0.15197219905626624
2365,1f630359-0a5f-4b0d-b7a2-76adf3d8f933,RC,1,496894.0,390024.35683230544,683.562604174602,0.0,0.0,0.0,0.0,0,0.1460916016615948
2366,1f630359-0a5f-4b0d-b7a2-76adf3d8f933,RC,2,496894.0,279288.982557331,452.333322254278,0.0,0.0,0.0,0.0,0,0.0966730759252571
2367,1f630359-0a5f-4b0d-b7a2-76adf3d8f933,RC,3,496894.0,401988.5158806786,355.5389596921349,0.0,0.0,0.0,0.0,0,0.07598609952813312
2368,1f6bdba7-c318-4739-b00b-742209067b34,W1,0,315083.0,195476.3981150123,520.4933273591503,1.0,2.0,0.730115186477708,1.460230372955416,1,0.1112402922332016
2369,1f6bdba7-c318-4739-b00b-742209067b34,W1,1,315083.0,157731.63906461696,396.0439829547124,1.0,2.0,0.6676979668149874,1.3353959336299748,0,0.08464286876570046
2370,1f6bdba7-c318-4739-b00b-742209067b34,W1,2,315083.0,195476.3981150123,520.4933273591503,1.0,2.0,0.730115186477708,1.460230372955416,0,0.1112402922332016
2371,1f6bdba7-c318-4739-b00b-742209067b34,W1,3,315083.0,195476.3981150123,260.24666367957514,1.0,2.0,0.730115186477708,1.460230372955416,0,0.0556201461166008
2372,1f6cb1f5-2811-41ab-9dbc-e0066c2adb7d,RC,0,2048.0,1233.8765464927756,488.7355274396583,0.0,0.0,0.0,0.0,1,0.10445298727071133
2373,1f6cb1f5-2811-41ab-9dbc-e0066c2adb7d,RC,1,2048.0,1084.5974277993666,413.1572246430829,0.0,0.0,0.0,0.0,0,0.08830032584806216
2374,1f6cb1f5-2811-41ab-9dbc-e0066c2adb7d,RC,2,2048.0,1135.169403085824,444.7107672747661,0.0,0.0,0.0,0.0,0,0.09504397676314728
2375,1f6cb1f5-2811-41ab-9dbc-e0066c2adb7d,RC,3,2048.0,1233.8765464927756,244.3677637198292,0.0,0.0,0.0,0.0,0,0.05222649363535568
2376,1f71d146-a573-49fe-8061-97d0c2731138,RC,0,2048.0,1233.8765464927756,488.7355274396583,0.0,0.0,0.0,0.0,1,0.10445298727071133
2377,1f71d146-a573-49fe-8061-97d0c2731138,RC,1,2048.0,1084.5974277993666,413.1572246430829,0.0,0.0,0.0,0.0,0,0.08830032584806216
2378,1f71d146-a573-49fe-8061-97d0c2731138,RC,2,2048.0,1135.169403085824,444.7107672747661,0.0,0.0,0.0,0.0,0,0.09504397676314728
2379,1f71d146-a573-49fe-8061-97d0c2731138,RC,3,2048.0,1233.8765464927756,244.3677637198292,0.0,0.0,0.0,0.0,0,0.05222649363535568
2380,1f77be36-883d-4d73-9ac8-8f00183edbfd,W1,0,75654.0,68088.59243049055,815.8667805954133,1.0,0.0,0.8497321758118404,0.0,1,0.17436776674405072
2381,1f77be36-883d-4d73-9ac8-8f00183edbfd,W1,1,75654.0,68088.58921371035,815.8667365087322,1.0,0.0,0.849732159270964,0.0,0,0.1743677573218064
2382,1f77be36-883d-4d73-9ac8-8f00183edbfd,W1,2,75654.0,46602.62373912378,516.0862969155197,1.0,0.0,0.7283050331531304,0.0,0,0.11029841780626623
2383,1f77be36-883d-4d73-9ac8-8f00183edbfd,W1,3,75654.0,68088.59243049055,407.9333902977066,1.0,0.0,0.8497321758118404,0.0,0,0.08718388337202534
2384,1f814ff7-f3bd-4a36-adac-7f9bf43c46cf,W1,0,238418.0,138365.76368198023,476.4266550712868,0.0,1.0,0.7273272751211777,0.7273272751211777,1,0.10182232422981125
2385,1f814ff7-f3bd-4a36-adac-7f9bf43c46cf,W1,1,238418.0,119352.87502819208,396.0439829547124,0.0,1.0,0.6854280696635122,0.6854280696635122,0,0.08464286876570046
2386,1f814ff7-f3bd-4a36-adac-7f9bf43c46cf,W1,2,238418.0,138365.76368198023,476.4266550712868,0.0,1.0,0.7273272751211777,0.7273272751211777,0,0.10182232422981125
2387,1f814ff7-f3bd-4a36-adac-7f9bf43c46cf,W1,3,238418.0,138365.76368198023,238.21332753564337,0.0,1.0,0.7273272751211777,0.7273272751211777,0,0.050911162114905616
2388,1f8fe0db-e288-4915-bfe7-22ce2a4a716a,W1,0,210935.0,130863.34088602087,520.4933273591503,1.0,2.0,0.6846627302251781,1.3693254604503562,1,0.1112402922332016
2389,1f8fe0db-e288-4915-bfe7-22ce2a4a716a,W1,1,210935.0,105594.79021748232,396.0439829547124,0.0,2.0,0.6299712209641816,1.2599424419283631,0,0.08464286876570046
2390,1f8fe0db-e288-4915-bfe7-22ce2a4a716a,W1,2,210935.0,130863.34088602087,520.4933273591503,1.0,2.0,0.6846627302251781,1.3693254604503562,0,0.1112402922332016
2391,1f8fe0db-e288-4915-bfe7-22ce2a4a716a,W1,3,210935.0,130863.34088602087,260.24666367957514,1.0,2.0,0.6846627302251781,1.3693254604503562,0,0.0556201461166008
2392,1fa1b372-096f-4e1c-a7fa-877526b58712,W1,0,266785.0,239344.1303521916,812.8626976528221,1.0,0.0,0.8429699758840484,0.0,1,0.17372573149237489
2393,1fa1b372-096f-4e1c-a7fa-877526b58712,W1,1,266785.0,239197.9727515688,812.287254258572,1.0,0.0,0.842679811018963,0.0,0,0.17360274722346059
2394,1fa1b372-096f-4e1c-a7fa-877526b58712,W1,2,266785.0,150695.00647031728,463.5325739152804,1.0,0.0,0.6718594320265474,0.0,0,0.09906658985152392
2395,1fa1b372-096f-4e1c-a7fa-877526b58712,W1,3,266785.0,239344.1303521916,406.4313488264111,1.0,0.0,0.8429699758840484,0.0,0,0.08686286574618746
2396,1fa2047e-845e-49c5-a08d-96ca0c1de32d,RC,0,311084.0,271669.6057910129,784.9530566174109,0.0,4.0,0.8406606893534173,3.3626427574136692,1,0.16776085843500982
2397,1fa2047e-845e-49c5-a08d-96ca0c1de32d,RC,1,311084.0,264496.78774387547,758.3527867581809,0.0,4.0,0.8310102584979545,3.324041033991818,0,0.16207582533835882
2398,1fa2047e-845e-49c5-a08d-96ca0c1de32d,RC,2,311084.0,205575.5337823094,555.6390268896671,0.0,4.0,0.7455723192451909,2.9822892769807634,0,0.11875166208370744
2399,1fa2047e-845e-49c5-a08d-96ca0c1de32d,RC,3,311084.0,271669.6057910129,392.47652830870544,0.0,4.0,0.8406606893534173,3.3626427574136692,0,0.08388042921750491
2400,1faf567c-018e-4d26-b251-f9ac23126243,W1,0,167144.0,83672.86422884236,396.0439829547124,1.0,2.0,0.5672793860721685,1.134558772144337,1,0.08464286876570046
2401,1faf567c-018e-4d26-b251-f9ac23126243,W1,1,167144.0,83672.86422884236,396.0439829547124,1.0,2.0,0.5672793860721685,1.134558772144337,0,0.08464286876570046
2402,1faf567c-018e-4d26-b251-f9ac23126243,W1,2,167144.0,83672.86422884236,396.0439829547124,1.0,2.0,0.5672793860721685,1.134558772144337,0,0.08464286876570046
2403,1faf567c-018e-4d26-b251-f9ac23126243,W1,3,167144.0,83672.86422884236,198.0219914773562,1.0,2.0,0.5672793860721685,1.134558772144337,0,0.04232143438285023
2404,1fc09ed3-9030-4217-ba53-e89f62618d96,RC,0,206773.0,60425.53868296161,202.7128109108025,0.0,0.0,0.0,0.0,1,0.04332396044257373
2405,1fc09ed3-9030-4217-ba53-e89f62618d96,RC,1,206773.0,60425.53868296161,202.7128109108025,0.0,0.0,0.0,0.0,0,0.04332396044257373
2406,1fc09ed3-9030-4217-ba53-e89f62618d96,RC,2,206773.0,60425.53868296161,202.7128109108025,0.0,0.0,0.0,0.0,0,0.04332396044257373
2407,1fc09ed3-9030-4217-ba53-e89f62618d96,RC,3,206773.0,60425.53868296161,101.35640545540129,0.0,0.0,0.0,0.0,0,0.021661980221286875
2408,1fc6249f-5297-44ad-91e4-46a6a304dcff,W1,0,125183.0,112664.4969355308,815.865173951323,1.0,1.0,0.8557496893609213,0.8557496893609213,1,0.17436742337066102
2409,1fc6249f-5297-44ad-91e4-46a6a304dcff,W1,1,125183.0,112664.4106401411,815.8644591914673,1.0,1.0,0.8557494060185088,0.8557494060185088,0,0.1743672706115553
2410,1fc6249f-5297-44ad-91e4-46a6a304dcff,W1,2,125183.0,77112.33044564375,516.0862969155197,1.0,1.0,0.7375218171391709,0.7375218171391709,0,0.11029841780626623
2411,1fc6249f-5297-44ad-91e4-46a6a304dcff,W1,3,125183.0,112664.4969355308,407.9325869756615,1.0,1.0,0.8557496893609213,0.8557496893609213,0,0.08718371168533051
2412,1fc64c40-c2cd-486f-bb22-3b2a0d093182,W1,0,0.0,0.0,815.8077589105892,1.0,0.0,0.8566126163984581,0.0,1,0.17435515257759973
2413,1fc64c40-c2cd-486f-bb22-3b2a0d093182,W1,1,0.0,0.0,815.7937570047035,1.0,0.0,0.856605284763478,0.0,0,0.17435216007794474
2414,1fc64c40-c2cd-486f-bb22-3b2a0d093182,W1,2,0.0,0.0,476.4266550712868,1.0,0.0,0.7000064667010895,0.0,0,0.10182232422981125
2415,1fc64c40-c2cd-486f-bb22-3b2a0d093182,W1,3,0.0,0.0,407.9038794552946,1.0,0.0,0.8566126163984581,0.0,0,0.08717757628879987
2416,1fd2209f-96fe-42e8-ae94-7f87f498febc,RC,0,192619.0,158282.40908019798,725.626376339637,0.0,0.0,0.0,0.0,1,0.15508150808712054
2417,1fd2209f-96fe-42e8-ae94-7f87f498febc,RC,1,192619.0,154198.1999224369,701.327159361319,0.0,0.0,0.0,0.0,0,0.1498882580383242
2418,1fd2209f-96fe-42e8-ae94-7f87f498febc,RC,2,192619.0,108265.27293791136,452.333322254278,0.0,0.0,0.0,0.0,0,0.0966730759252571
2419,1fd2209f-96fe-42e8-ae94-7f87f498febc,RC,3,192619.0,158282.40908019798,362.8131881698185,0.0,0.0,0.0,0.0,0,0.07754075404356027
2420,1fd36bb1-0ec2-48b4-b9eb-cbbcac294841,W2,0,198087.0,54088.80885784476,192.77534024777168,0.0,2.0,0.5216881404439616,1.0433762808879232,1,0.041200115462229465
2421,1fd36bb1-0ec2-48b4-b9eb-cbbcac294841,W2,1,198087.0,40516.28697421145,131.08088908047034,0.0,2.0,0.4811461661362494,0.9622923322724988,0,0.028014723034937024
2422,1fd36bb1-0ec2-48b4-b9eb-cbbcac294841,W2,2,198087.0,54088.80885784476,192.77534024777168,0.0,2.0,0.5216881404439616,1.0433762808879232,0,0.041200115462229465
2423,1fd36bb1-0ec2-48b4-b9eb-cbbcac294841,W2,3,198087.0,54088.80885784476,96.38767012388584,0.0,2.0,0.5216881404439616,1.0433762808879232,0,0.020600057731114733
2424,1fd6aa80-1100-44b5-9c42-db80e27ecf94,RC,0,470775.0,423208.86650285096,814.7153572368111,0.0,0.0,0.0,0.0,1,0.17412168352998741
2425,1fd6aa80-1100-44b5-9c42-db80e27ecf94,RC,1,470775.0,423030.9581000697,814.298036358038,0.0,0.0,0.0,0.0,0,0.17403249334431245
2426,1fd6aa80-1100-44b5-9c42-db80e27ecf94,RC,2,470775.0,201660.68481053456,333.1110432778207,0.0,0.0,0.0,0.0,0,0.07119278548361203
2427,1fd6aa80-1100-44b5-9c42-db80e27ecf94,RC,3,470775.0,423208.86650285096,407.3576786184056,0.0,0.0,0.0,0.0,0,0.08706084176499372
2428,1fd8f6bc-a021-4b55-a3eb-34d7c83dd747,RC,0,695568.0,540446.047344485,674.7315722147492,0.0,0.0,0.0,0.0,1,0.14420422573514624
2429,1fd8f6bc-a021-4b55-a3eb-34d7c83dd747,RC,1,695568.0,518865.8377824522,639.5699447735853,0.0,0.0,0.0,0.0,0,0.1366894517575519
2430,1fd8f6bc-a021-4b55-a3eb-34d7c83dd747,RC,2,695568.0,390957.5865666271,452.333322254278,0.0,0.0,0.0,0.0,0,0.0966730759252571
2431,1fd8f6bc-a021-4b55-a3eb-34d7c83dd747,RC,3,695568.0,540446.047344485,337.3657861073746,0.0,0.0,0.0,0.0,0,0.07210211286757312
2432,1fd9c8dd-56b6-4418-9c1e-25197100a23b,W1,0,48715.0,43828.28718003812,815.5369909531876,0.0,1.0,0.8366827371767719,0.8366827371767719,1,0.17429728381132456
2433,1fd9c8dd-56b6-4418-9c1e-25197100a23b,W1,1,48715.0,43821.76941282068,815.3979966289905,0.0,1.0,0.8366136639271085,0.8366136639271085,0,0.17426757782196847
2434,1fd9c8dd-56b6-4418-9c1e-25197100a23b,W1,2,48715.0,30222.61668884968,520.4933273591503,0.0,1.0,0.6946790112295187,0.6946790112295187,0,0.1112402922332016
2435,1fd9c8dd-56b6-4418-9c1e-25197100a23b,W1,3,48715.0,43828.28718003812,407.7684954765938,0.0,1.0,0.8366827371767719,0.8366827371767719,0,0.08714864190566228
2436,1fe1c844-2b50-4361-9bb7-485bff5279fe,RC,0,220529.0,179506.72480894838,716.7610554491275,0.0,0.0,0.0,0.0,1,0.1531868039002196
2437,1fe1c844-2b50-4361-9bb7-485bff5279fe,RC,1,220529.0,174442.59280021448,690.4893743332307,0.0,0.0,0.0,0.0,0,0.14757199707912602
2438,1fe1c844-2b50-4361-9bb7-485bff5279fe,RC,2,220529.0,123952.63383012402,452.333322254278,0.0,0.0,0.0,0.0,0,0.0966730759252571
2439,1fe1c844-2b50-4361-9bb7-485bff5279fe,RC,3,220529.0,179506.72480894838,358.38052772456376,0.0,0.0,0.0,0.0,0,0.0765934019501098
2440,1fe3c231-aef7-4bed-b973-ca4995fd72ab,W1,0,0.0,0.0,811.868407430235,0.0,0.0,0.0,0.0,1,0.1735132309105012
2441,1fe3c231-aef7-4bed-b973-ca4995fd72ab,W1,1,0.0,0.0,810.1837337429178,0.0,0.0,0.0,0.0,0,0.17315318096664195
2442,1fe3c231-aef7-4bed-b973-ca4995fd72ab,W1,2,0.0,0.0,520.4933273591503,0.0,0.0,0.0,0.0,0,0.1112402922332016
2443,1fe3c231-aef7-4bed-b973-ca4995fd72ab,W1,3,0.0,0.0,405.9342037151175,0.0,0.0,0.0,0.0,0,0.0867566154552506
